Country,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP/Capita.,Family,Health..Life.Expectancy.,Freedom,Generosity,Trust..Government.Corruption.,Dystopia.Residual,Binary Happiness Score
United States,14,6.99300003051758000,7.07465674757957000,6.91134331345558000,1.54625928401947000,1.41992056369781000,0.77428662776947000,0.50574052333831800,0.39257878065109300,0.13563878834247600,2.21811342239380000,1
Ireland,15,6.97700023651123000,7.04335166752338000,6.91064880549908000,1.53570663928986000,1.55823111534119000,0.80978262424469000,0.57311034202575700,0.42785832285881000,0.29838815331459000,1.77386903762817000,1
Germany,16,6.95100021362305000,7.00538156926632000,6.89661885797977000,1.48792338371277000,1.47252035140991000,0.79895073175430300,0.56251138448715200,0.33626917004585300,0.27673193812370300,2.01576995849609000,1
Belgium,17,6.89099979400635000,6.95582075044513000,6.82617883756757000,1.46378076076508000,1.46231269836426000,0.81809186935424800,0.53977072238922100,0.23150333762168900,0.25134313106536900,2.12421035766602000,1
Luxembourg,18,6.86299991607666000,6.92368609987199000,6.80231373228133000,1.74194359779358000,1.45758366584778000,0.84508949518203700,0.59662789106369000,0.28318098187446600,0.31883442401886000,1.61951208114624000,1
United Kingdom,19,6.71400022506714000,6.78379176110029000,6.64420868903399000,1.44163393974304000,1.49646008014679000,0.80533593893051100,0.50819003582000700,0.49277415871620200,0.26542806625366200,1.70414352416992000,1
Chile,20,6.65199995040894000,6.73925056010485000,6.56474934071302000,1.25278460979462000,1.28402495384216000,0.81947970390319800,0.37689527869224500,0.32666242122650100,0.08228798210620880,2.50958585739136000,1
United Arab Emirates,21,6.64799976348877000,6.72204730376601000,6.57395222321153000,1.62634336948395000,1.26641023159027000,0.72679823637008700,0.60834527015686000,0.36094194650650000,0.32448956370353700,1.73470354080200000,1
Brazil,22,6.63500022888184000,6.72546950161457000,6.54453095614910000,1.10735321044922000,1.43130600452423000,0.61655235290527300,0.43745374679565400,0.16234989464283000,0.11109276115894300,2.76926708221436000,1
Czech Republic,23,6.60900020599365000,6.68386246263981000,6.53413794934750000,1.35268235206604000,1.43388521671295000,0.75444400310516400,0.49094617366790800,0.08810675889253620,0.03687292709946630,2.45186185836792000,1
Argentina,24,6.59899997711182000,6.69008508607745000,6.50791486814618000,1.18529546260834000,1.44045114517212000,0.69513708353042600,0.49451920390129100,0.10945706069469500,0.05973988771438600,2.61400532722473000,1
Mexico,25,6.57800006866455000,6.67114890769124000,6.48485122963786000,1.15318381786346000,1.21086215972900000,0.70997899770736700,0.41273000836372400,0.12099043279886200,0.13277411460876500,2.83715486526489000,1
Singapore,26,6.57200002670288000,6.63672306910157000,6.50727698430419000,1.69227766990662000,1.35381436347961000,0.94949239492416400,0.54984056949615500,0.34596598148345900,0.46430778503418000,1.21636199951172000,1
Malta,27,6.52699995040894000,6.59839677289128000,6.45560312792659000,1.34327983856201000,1.48841166496277000,0.82194423675537100,0.58876705169677700,0.57473057508468600,0.15306606888771100,1.55686283111572000,1
Uruguay,28,6.45399999618530000,6.54590621769428000,6.36209377467632000,1.21755969524384000,1.41222786903381000,0.71921682357788100,0.57939225435257000,0.17509692907333400,0.17806187272071800,2.17240953445435000,1
Guatemala,29,6.45399999618530000,6.56687397271395000,6.34112601965666000,0.87200194597244300,1.25558519363403000,0.54023998975753800,0.53131061792373700,0.28348839282989500,0.07722327858209610,2.89389109611511000,1
Panama,30,6.45200014114380000,6.55713071614504000,6.34686956614256000,1.23374843597412000,1.37319254875183000,0.70615613460540800,0.55002683401107800,0.21055693924427000,0.07098392397165300,2.30719995498657000,1
France,31,6.44199991226196000,6.51576780244708000,6.36823202207685000,1.43092346191406000,1.38777685165405000,0.84446585178375200,0.47022211551666300,0.12976230680942500,0.17250242829322800,2.00595474243164000,1
Thailand,32,6.42399978637695000,6.50911685571074000,6.33888271704316000,1.12786877155304000,1.42579245567322000,0.64723902940750100,0.58020073175430300,0.57212311029434200,0.03161273524165150,2.03950834274292000,1
Taiwan Province of China,33,6.42199993133545000,6.49459602192044000,6.34940384075046000,1.43362653255463000,1.38456535339355000,0.79398423433303800,0.36146658658981300,0.25836047530174300,0.06382923573255540,2.12660741806030000,1
Spain,34,6.40299987792969000,6.47105484530330000,6.33494491055608000,1.38439786434174000,1.53209090232849000,0.88896059989929200,0.40878123044967700,0.19013357162475600,0.07091409713029860,1.92775774002075000,1
Qatar,35,6.37500000000000000,6.56847681432962000,6.18152318567038000,1.87076568603516000,1.27429687976837000,0.71009808778762800,0.60413098335266100,0.33047387003898600,0.43929925560951200,1.14546442031860000,1
Colombia,36,6.35699987411499000,6.45202005416155000,6.26197969406843000,1.07062232494354000,1.40218293666840000,0.59502792358398400,0.47748741507530200,0.14901447296142600,0.04666874185204510,2.61606812477112000,1
Saudi Arabia,37,6.34399986267090000,6.44416661202908000,6.24383311331272000,1.53062355518341000,1.28667759895325000,0.59014832973480200,0.44975057244300800,0.14761601388454400,0.27343225479126000,2.06542968750000000,1
Trinidad and Tobago,38,6.16800022125244000,6.38153389066458000,5.95446655184031000,1.36135590076447000,1.38022851943970000,0.51998329162597700,0.51863074302673300,0.32529646158218400,0.00896481610834599,2.05324745178223000,1
Kuwait,39,6.10500001907349000,6.19195698887110000,6.01804304927588000,1.63295245170593000,1.25969874858856000,0.63210570812225300,0.49633759260177600,0.22828979790210700,0.21515955030918100,1.64042520523071000,1
Slovakia,40,6.09800004959106000,6.17734841212630000,6.01865168705583000,1.32539355754852000,1.50505924224854000,0.71273291110992400,0.29581746459007300,0.13654448091983800,0.02421085163950920,2.09777665138245000,1
Bahrain,41,6.08699989318848000,6.17898906782269000,5.99501071855426000,1.48841226100922000,1.32311046123505000,0.65313303470611600,0.53674691915512100,0.17266848683357200,0.25704216957092300,1.65614938735962000,1
Malaysia,42,6.08400011062622000,6.17997963652015000,5.98802058473229000,1.29121541976929000,1.28464603424072000,0.61878442764282200,0.40226498246192900,0.41660892963409400,0.06560070812702180,2.00444889068604000,1
Nicaragua,43,6.07100009918213000,6.18658360034227000,5.95541659802198000,0.73729920387268100,1.28721570968628000,0.65309596061706500,0.44755184650421100,0.30167421698570300,0.13068798184394800,2.51393055915833000,1
Ecuador,44,6.00799989700317000,6.10584767535329000,5.91015211865306000,1.00082039833069000,1.28616881370544000,0.68563622236251800,0.45519819855690000,0.15011246502399400,0.14013464748859400,2.29035258293152000,1
El Salvador,45,6.00299978256226000,6.10863512232900000,5.89736444279552000,0.90978449583053600,1.18212509155273000,0.59601855278015100,0.43245252966880800,0.07825798541307450,0.08998095989227290,2.71459388732910000,1
Poland,46,5.97300004959106000,6.05390834122896000,5.89209175795317000,1.29178786277771000,1.44571197032928000,0.69947534799575800,0.52034211158752400,0.15846596658229800,0.05930780619382860,1.79772281646729000,1
Uzbekistan,47,5.97100019454956000,6.06553757295012000,5.87646281614900000,0.78644108772277800,1.54896914958954000,0.49827262759208700,0.65824866294860800,0.41598364710807800,0.24652822315692900,1.81691360473633000,1
Italy,48,5.96400022506714000,6.04273690596223000,5.88526354417205000,1.39506661891937000,1.44492328166962000,0.85314434766769400,0.25645071268081700,0.17278964817524000,0.02802809141576290,1.81331205368042000,1
Russia,49,5.96299982070923000,6.03027490749955000,5.89572473391891000,1.28177809715271000,1.46928238868713000,0.54734933376312300,0.37378311157226600,0.05226382240653040,0.03296288102865220,2.20560741424561000,1
Belize,50,5.95599985122681000,6.19724231779575000,5.71475738465786000,0.90797531604766800,1.08141779899597000,0.45019176602363600,0.54750937223434400,0.24001564085483600,0.09658107161521910,2.63195562362671000,1
Japan,51,5.92000007629395000,5.99071944460273000,5.84928070798516000,1.41691517829895000,1.43633782863617000,0.91347587108612100,0.50562554597854600,0.12057276815176000,0.16376073658466300,1.36322355270386000,1
Lithuania,52,5.90199995040894000,5.98266964137554000,5.82133025944233000,1.31458234786987000,1.47351610660553000,0.62894994020462000,0.23423178493976600,0.01016465667635200,0.01186564285308120,2.22844052314758000,1
Algeria,53,5.87200021743774000,5.97828643366694000,5.76571400120854000,1.09186446666718000,1.14621746540070000,0.61758464574813800,0.23333580791950200,0.06943664699792860,0.14609611034393300,2.56760382652283000,1
Latvia,54,5.84999990463257000,5.92026353821158000,5.77973627105355000,1.26074862480164000,1.40471494197845000,0.63856697082519500,0.32570791244506800,0.15307478606700900,0.07384272664785390,1.99365520477295000,1
South Korea,55,5.83799982070923000,5.92255902826786000,5.75344061315060000,1.40167844295502000,1.12827444076538000,0.90021407604217500,0.25792166590690600,0.20667436718940700,0.06328266859054570,1.88037800788879000,1
Moldova,56,5.83799982070923000,5.90837083846331000,5.76762880295515000,0.72887063026428200,1.25182557106018000,0.58946520090103100,0.24072904884815200,0.20877912640571600,0.01009128615260120,2.80780839920044000,1
Romania,57,5.82499980926514000,5.91969415679574000,5.73030546173453000,1.21768391132355000,1.15009129047394000,0.68515831232070900,0.45700374245643600,0.13351991772651700,0.00438790069893003,2.17683148384094000,1
Bolivia,58,5.82299995422363000,5.90397690251470000,5.74202300593257000,0.83375656604766800,1.22761905193329000,0.47363024950027500,0.55873292684555100,0.22556072473526000,0.06047772616147990,2.44327902793884000,1
Turkmenistan,59,5.82200002670288000,5.88518087550998000,5.75881917789578000,1.13077676296234000,1.49314916133881000,0.43772608041763300,0.41827192902565000,0.24992498755455000,0.25927034020423900,1.83290982246399000,1
Kazakhstan,60,5.81899976730347000,5.90364177465439000,5.73435775995255000,1.28455626964569000,1.38436901569366000,0.60604155063629200,0.43745428323745700,0.20196442306041700,0.11928288638591800,1.78489255905151000,1
North Cyprus,61,5.80999994277954000,5.89736646488309000,5.72263342067599000,1.34691131114960000,1.18630337715149000,0.83464723825454700,0.47120362520217900,0.26684570312500000,0.15535335242748300,1.54915761947632000,1
Slovenia,62,5.75799989700317000,5.84222516000271000,5.67377463400364000,1.34120595455170000,1.45251882076263000,0.79082822799682600,0.57257580757141100,0.24264909327030200,0.04512897878885270,1.31331729888916000,1
Peru,63,5.71500015258789000,5.81194677859545000,5.61805352658033000,1.03522527217865000,1.21877038478851000,0.63016611337661700,0.45000287890434300,0.12681971490383100,0.04704908654093740,2.20726943016052000,1
Mauritius,64,5.62900018692017000,5.72986219167709000,5.52813818216324000,1.18939554691315000,1.20956099033356000,0.63800746202468900,0.49124732613563500,0.36093375086784400,0.04218155518174170,1.69758391380310000,1
Cyprus,65,5.62099981307983000,5.71469269931316000,5.52730692684650000,1.35593807697296000,1.13136327266693000,0.84471470117569000,0.35511153936386100,0.27125430107116700,0.04123797640204430,1.62124919891357000,1
Estonia,66,5.61100006103516000,5.68813987419009000,5.53386024788022000,1.32087934017181000,1.47667109966278000,0.69516831636428800,0.47913143038749700,0.09889081120491030,0.18324892222881300,1.35750865936279000,1
Belarus,67,5.56899976730347000,5.64611424401402000,5.49188529059291000,1.15655755996704000,1.44494521617889000,0.63771426677703900,0.29540026187896700,0.15513750910759000,0.15631382167339300,1.72323298454285000,1
Libya,68,5.52500009536743000,5.67695380687714000,5.37304638385773000,1.10180306434631000,1.35756433010101000,0.52016901969909700,0.46573323011398300,0.15207366645336200,0.09261021018028260,1.83501124382019000,1
Turkey,69,43 225.00000000000000000,5.59486496329308000,5.40513503670692000,1.19827437400818000,1.33775317668915000,0.63760560750961300,0.30074059963226300,0.04669304192066190,0.09967157989740370,1.87927794456482000,1
Paraguay,70,5.49300003051758000,5.57738126963377000,5.40861879140139000,0.93253731727600100,1.50728487968445000,0.57925069332122800,0.47350779175758400,0.22415065765380900,0.09106591343879700,1.68533349037170000,1
"Hong Kong S.A.R., China",71,5.47200012207031000,5.54959417313337000,5.39440607100725000,1.55167484283447000,1.26279091835022000,0.94306242465972900,0.49096864461898800,0.37446579337120100,0.29393374919891400,0.55463314056396500,1
Philippines,72,5.42999982833862000,5.54533505424857000,5.31466460242867000,0.85769921541214000,1.25391757488251000,0.46800905466079700,0.58521467447280900,0.19351342320442200,0.09933189302682880,1.97260475158691000,1
Serbia,73,5.39499998092651000,5.49156965613365000,5.29843030571938000,1.06931757926941000,1.25818979740143000,0.65078467130661000,0.20871552824974100,0.22012588381767300,0.04090378060936930,1.94708442687988000,1
Jordan,74,5.33599996566772000,5.44841002240777000,5.22358990892768000,0.99101239442825300,1.23908889293671000,0.60459005832672100,0.41842114925384500,0.17217046022415200,0.11980327218771000,1.79117655754089000,1
Hungary,75,5.32399988174438000,5.40303970918059000,5.24496005430818000,1.28601193428040000,1.34313309192657000,0.68776345252990700,0.17586351931095100,0.07840166240930560,0.03663693740963940,1.71645927429199000,1
Jamaica,76,5.31099987030029000,5.58139872848988000,5.04060101211071000,0.92557930946350100,1.36821806430817000,0.64102238416671800,0.47430723905563400,0.23381833732128100,0.05526778101921080,1.61232566833496000,1
Croatia,77,5.29300022125244000,5.39177720457315000,5.19422323793173000,1.22255623340607000,0.96798300743103000,0.70128852128982500,0.25577229261398300,0.24800297617912300,0.04310311004519460,1.85449242591858000,1
Kosovo,78,5.27899980545044000,5.36484799548984000,5.19315161541104000,0.95148438215255700,1.13785350322723000,0.54145205020904500,0.26028794050216700,0.31993144750595100,0.05747161805629730,2.01054072380066000,1
China,79,5.27299976348877000,5.31927808977663000,5.22672143720090000,1.08116579055786000,1.16083741188049000,0.74141550064086900,0.47278770804405200,0.02880684100091460,0.02279427461326120,1.76493859291077000,1
Pakistan,80,5.26900005340576000,5.35998364135623000,5.17801646545529000,0.72688353061676000,0.67269068956375100,0.40204778313636800,0.23521526157856000,0.31544601917266800,0.12434806674718900,2.79248929023743000,1
Indonesia,81,5.26200008392334000,5.35288859814405000,5.17111156970263000,0.99553859233856200,1.27444469928741000,0.49234572052955600,0.44332346320152300,0.61170458793640100,0.01531713549047710,1.42947697639465000,1
Venezuela,82,43 245.00000000000000000,5.37003194555640000,5.12996805444360000,1.12843120098114000,1.43133759498596000,0.61714422702789300,0.15399712324142500,0.06501962989568710,0.06449112296104430,1.78946375846863000,1
Montenegro,83,5.23699998855591000,5.34104444056749000,5.13295553654432000,1.12112903594971000,1.23837649822235000,0.66746467351913500,0.19498905539512600,0.19791102409362800,0.08817419409751890,1.72919154167175000,1
Morocco,84,5.23500013351440000,5.31834096476436000,5.15165930226445000,0.87811458110809300,0.77486443519592300,0.59771066904068000,0.40815833210945100,0.03220995515584950,0.08776318281888960,2.45618939399719000,1
Azerbaijan,85,5.23400020599365000,5.29928653523326000,5.16871387675405000,1.15360176563263000,1.15240025520325000,0.54077577590942400,0.39815583825111400,0.04526934027671810,0.18098750710487400,1.76248168945312000,1
Dominican Republic,86,5.23000001907349000,5.34906088516116000,5.11093915298581000,1.07937383651733000,1.40241670608521000,0.57487374544143700,0.55258983373642000,0.18696784973144500,0.11394525319337800,1.31946516036987000,1
Greece,87,5.22700023651123000,5.32524616941810000,5.12875430360436000,1.28948748111725000,1.23941457271576000,0.81019890308380100,0.09573125094175340,0.00000000000000000,0.04328977689147000,1.74922156333923000,1
Lebanon,88,5.22499990463257000,5.31888228848577000,5.13111752077937000,1.07498753070831000,1.12962424755096000,0.73508107662200900,0.28851598501205400,0.26445075869560200,0.03751382976770400,1.69507384300232000,1
Portugal,89,5.19500017166138000,5.28504173308611000,5.10495861023665000,1.31517529487610000,1.36704301834106000,0.79584354162216200,0.49846529960632300,0.09510271251201630,0.01586945168673990,1.10768270492554000,1
Bosnia and Herzegovina,90,5.18200016021729000,5.27633568674326000,5.08766463369131000,0.98240941762924200,1.06933593750000000,0.70518630743026700,0.20440317690372500,0.32886749505996700,0.00000000000000000,1.89217257499695000,1
Honduras,91,5.18100023269653000,5.30158279687166000,5.06041766852140000,0.73057311773300200,1.14394497871399000,0.58256947994232200,0.34807986021041900,0.23618887364864300,0.07334545254707340,2.06581115722656000,1
Macedonia,92,5.17500019073486000,5.27217263966799000,5.07782774180174000,1.06457793712616000,1.20789301395416000,0.64494818449020400,0.32590597867965700,0.25376096367836000,0.06027779355645180,1.61746931076050000,1
Somalia,93,5.15100002288818000,5.24248370990157000,5.05951633587480000,0.02264318428933620,0.72115135192871100,0.11398913711309400,0.60212695598602300,0.29163131117820700,0.28241032361984300,3.11748456954956000,1
Vietnam,94,5.07399988174438000,5.14728076457977000,5.00071899890900000,0.78854757547378500,1.27749133110046000,0.65216898918151900,0.57105559110641500,0.23496805131435400,0.08763323724269870,1.46231865882874000,1
Nigeria,95,5.07399988174438000,5.20950013548136000,4.93849962800741000,0.78375625610351600,1.21577048301697000,0.05691573023796080,0.39495256543159500,0.23094719648361200,0.02612156607210640,2.36539053916931000,1
Tajikistan,96,5.04099988937378000,5.11142559587956000,4.97057418286800000,0.52471363544464100,1.27146327495575000,0.52923512458801300,0.47156670689582800,0.24899764358997300,0.14637714624404900,1.84904932975769000,1
Bhutan,97,5.01100015640259000,5.07933456212282000,4.94266575068235000,0.88541638851165800,1.34012651443481000,0.49587929248809800,0.50153768062591600,0.47405454516410800,0.17338038980960800,1.14018440246582000,1
Kyrgyzstan,98,5.00400018692017000,5.08991990312934000,4.91808047071099000,0.59622007608413700,1.39423859119415000,0.55345779657363900,0.45494338870048500,0.42858037352562000,0.03943917900323870,1.53672313690186000,1
Nepal,99,4.96199989318848000,5.06735607936978000,4.85664370700717000,0.47982019186019900,1.17928326129913000,0.50413078069686900,0.44030594825744600,0.39409616589546200,0.07297554612159730,1.89124107360840000,0
Mongolia,100,4.95499992370605000,5.02167950913310000,4.88832033827901000,1.02723586559296000,1.49301123619080000,0.55778348445892300,0.39414396882057200,0.33846423029899600,0.03290228918194770,1.11129236221313000,0
South Africa,101,4.82899999618530000,4.92943518772721000,4.72856480464339000,1.05469870567322000,1.38478863239288000,0.18708007037639600,0.47924673557281500,0.13936237990856200,0.07250949740409850,1.51090860366821000,0
Tunisia,102,4.80499982833862000,4.88436700701714000,4.72563264966011000,1.00726580619812000,0.86835145950317400,0.61321204900741600,0.28968068957328800,0.04969335719943050,0.08672314882278440,1.89025115966797000,0
Palestinian Territories,103,4.77500009536743000,4.88184834256768000,4.66815184816718000,0.71624922752380400,1.15564715862274000,0.56566697359085100,0.25471106171608000,0.11417317390441900,0.08928260207176210,1.87889027595520000,0
Egypt,104,4.73500013351440000,4.82513378962874000,4.64486647740006000,0.98970180749893200,0.99747139215469400,0.52018725872039800,0.28211015462875400,0.12863144278526300,0.11438136547803900,1.70216107368469000,0
Bulgaria,105,4.71400022506714000,4.80369470641017000,4.62430574372411000,1.16145908832550000,1.43437945842743000,0.70821768045425400,0.28923171758651700,0.11317769438028300,0.01105153094977140,0.99613928794860800,0
Sierra Leone,106,4.70900011062622000,4.85064333498478000,4.56735688626766000,0.36842092871666000,0.98413604497909500,0.00556475389748812,0.31869769096374500,0.29304090142250100,0.07109517604112630,2.66845989227295000,0
Cameroon,107,4.69500017166138000,4.79654085725546000,4.59345948606730000,0.56430536508560200,0.94601821899414100,0.13289211690425900,0.43038874864578200,0.23629845678806300,0.05130663141608240,2.33364558219910000,0
Iran,108,4.69199991226196000,4.79822470769286000,4.58577511683106000,1.15687310695648000,0.71155124902725200,0.63933318853378300,0.24932260811328900,0.38724291324615500,0.04876107349991800,1.49873495101929000,0
Albania,109,4.64400005340576000,4.75246400639415000,4.53553610041738000,0.99619275331497200,0.80368524789810200,0.73115974664688100,0.38149863481521600,0.20131294429302200,0.03986421599984170,1.49044156074524000,0
Bangladesh,110,4.60799980163574000,4.68982165828347000,4.52617794498801000,0.58668297529220600,0.73513174057006800,0.53324103355407700,0.47835665941238400,0.17225535213947300,0.12371785938739800,1.97873616218567000,0
Namibia,111,4.57399988174438000,4.77035474091768000,4.37764502257109000,0.96443432569503800,1.09847080707550000,0.33861181139946000,0.52030354738235500,0.07713374495506290,0.09314697235822680,1.48189020156860000,0
Kenya,112,4.55299997329712000,4.65569159060717000,4.45030835598707000,0.56047946214675900,1.06795072555542000,0.30998834967613200,0.45276376605033900,0.44486030936241100,0.06464131921529770,1.65190219879150000,0
Mozambique,113,4.55000019073486000,4.77410232633352000,4.32589805513620000,0.23430564999580400,0.87070101499557500,0.10665443539619400,0.48079109191894500,0.32222810387611400,0.17943638563156100,2.35565090179443000,0
Myanmar,114,4.54500007629395000,4.61473994642496000,4.47526020616293000,0.36711055040359500,1.12323594093323000,0.39752256870269800,0.51449203491210900,0.83807516098022500,0.18881620466709100,1.11529040336609000,0
Senegal,115,4.53499984741211000,4.60160378128290000,4.46839591354132000,0.47930902242660500,1.17969191074371000,0.40936285257339500,0.37792226672172500,0.18346889317035700,0.11546044796705200,1.78964614868164000,0
Zambia,116,4.51399993896484000,4.64410550147295000,4.38389437645674000,0.63640677928924600,1.00318729877472000,0.25783589482307400,0.46160349249839800,0.24958014488220200,0.07821355015039440,1.82670545578003000,0
Iraq,117,4.49700021743774000,4.62259140968323000,4.37140902519226000,1.10271048545837000,0.97861319780349700,0.50118046998977700,0.28855553269386300,0.19963726401329000,0.10721575468778600,1.31890726089478000,0
Gabon,118,4.46500015258789000,4.55736176565290000,4.37263853952289000,1.19821023941040000,1.15562021732330000,0.35657858848571800,0.31232857704162600,0.04378537833690640,0.07604678720235820,1.32291626930237000,0
Ethiopia,119,4.46000003814697000,4.54272867664695000,4.37727139964700000,0.33923384547233600,0.86466920375824000,0.35340970754623400,0.40884274244308500,0.31265074014663700,0.16545571386814100,2.01574373245239000,0
Sri Lanka,120,4.44000005722046000,4.55344719231129000,4.32655292212963000,1.00985014438629000,1.25997638702393000,0.62513083219528200,0.56121325492858900,0.49086356163024900,0.07365396618843080,0.41938924789428700,0
Armenia,121,4.37599992752075000,4.46673461228609000,4.28526524275541000,0.90059673786163300,1.00748372077942000,0.63752442598342900,0.19830326735973400,0.08348809182643890,0.02667442150413990,1.52149915695190000,0
India,122,4.31500005722046000,4.37152201749384000,4.25847809694707000,0.79222124814987200,0.75437259674072300,0.45542761683464100,0.46998700499534600,0.23153848946094500,0.09222688525915150,1.51911711692810000,0
Mauritania,123,4.29199981689453000,4.37716361626983000,4.20683601751924000,0.64845728874206500,1.27203083038330000,0.28534927964210500,0.09609804302453990,0.20187002420425400,0.13695700466632800,1.65163731575012000,0
Congo (Brazzaville),124,4.29099988937378000,4.41005350500345000,4.17194627374411000,0.80896425247192400,0.83204436302185100,0.28995743393898000,0.43502587080001800,0.12085212767124200,0.07961813360452650,1.72413563728333000,0
Georgia,125,4.28599977493286000,4.37493396580219000,4.19706558406353000,0.95061266422271700,0.57061493396759000,0.64954698085784900,0.30941003561019900,0.05400881543755530,0.25166663527488700,1.50013780593872000,0
Congo (Kinshasa),126,4.28000020980835000,4.35781083270907000,4.20218958690763000,0.09210234880447390,1.22902345657349000,0.19140702486038200,0.23596134781837500,0.24645583331584900,0.06024135649204250,2.22495865821838000,0
Mali,127,4.19000005722046000,4.26967071101069000,4.11032940343022000,0.47618049383163500,1.28147339820862000,0.16936567425727800,0.30661374330520600,0.18335419893264800,0.10497024655342100,1.66819095611572000,0
Ivory Coast,128,4.17999982833862000,4.27518256321549000,4.08481709346175000,0.60304892063140900,0.90478003025054900,0.04864216968417170,0.44770619273185700,0.20123746991157500,0.13006177544593800,1.84496426582336000,0
Cambodia,129,4.16800022125244000,4.27851781353354000,4.05748262897134000,0.60176509618759200,1.00623834133148000,0.42978340387344400,0.63337582349777200,0.38592296838760400,0.06810595095157620,1.04294109344482000,0
Sudan,130,4.13899993896484000,4.34574716508389000,3.93225271284580000,0.65951669216156000,1.21400856971741000,0.29092082381248500,0.01499585527926680,0.18231745064258600,0.08984751999378200,1.68706583976746000,0
Ghana,131,4.11999988555908000,4.22270720854402000,4.01729256257415000,0.66722482442855800,0.87366473674774200,0.29563772678375200,0.42302629351615900,0.25692394375801100,0.02533636987209320,1.57786750793457000,0
Ukraine,132,4.09600019454956000,4.18541010454297000,4.00659028455615000,0.89465194940567000,1.39453756809235000,0.57590395212173500,0.12297477573156400,0.27006146311759900,0.02302947081625460,0.81438231468200700,0
Uganda,133,4.08099985122681000,4.19579996705055000,3.96619973540306000,0.38143071532249500,1.12982773780823000,0.21763260662555700,0.44318595528602600,0.32576605677604700,0.05706971883773800,1.52636265754700000,0
Burkina Faso,134,4.03200006484985000,4.12405906438828000,3.93994106531143000,0.35022771358490000,1.04328000545502000,0.21584425866603900,0.32436785101890600,0.25086468458175700,0.12032810598611800,1.72721290588379000,0
Niger,135,4.02799987792969000,4.11194681972265000,3.94405293613672000,0.16192533075809500,0.99302500486373900,0.26850500702858000,0.36365869641304000,0.22867384552955600,0.13857294619083400,1.87398338317871000,0
Malawi,136,3.97000002861023000,4.07747881740332000,3.86252123981714000,0.23344203829765300,0.51256883144378700,0.31508958339691200,0.46691465377807600,0.28717046976089500,0.07271165400743480,2.08178615570068000,0
Chad,137,3.93600010871887000,4.03471152395010000,3.83728869348764000,0.43801298737525900,0.95385587215423600,0.04113471508026120,0.16234202682972000,0.21611385047435800,0.05358188226819040,2.07123804092407000,0
Zimbabwe,138,3.87500000000000000,3.97869964271784000,3.77130035728216000,0.37584653496742200,1.08309590816498000,0.19676375389099100,0.33638420701026900,0.18914349377155300,0.09537538141012190,1.59797024726868000,0
